ens_gene,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
WBGene00008940,F18H3.4,0.123553449,0.781615259,-0.153016201,0.099359342,6.251194758,0.036329231,0.001992162,0.030915434,0.023807159,0.030915434
WBGene00017895,vrk-1,0.155695913,0.781615259,-0.116204099,0.081851338,8.563460561,0.01730394,1.92E-04,0.017463635,0.02214049,0.02214049
WBGene00021118,clec-125,0.058828119,0.781615259,0.529347436,0.280155729,2.249278939,0.190916914,0.155224762,0.002380428,0.106399346,0.106399346
WBGene00004095,pqe-1,0.164312089,0.781615259,-0.206967026,0.148820667,8.235292507,0.072984149,3.36E-04,0.073489291,0.021235834,0.073489291
WBGene00006997,zyg-12,0.197530837,0.781615259,-0.105808781,0.082110261,8.596510096,0.01615199,2.22E-04,0.016482711,0.022251469,0.022251469
WBGene00017488,dct-7,0.033670269,0.781615259,0.921211687,0.433715789,1.937437516,0.677805489,0.186485999,0.440545288,0.131188584,0.440545288
WBGene00022823,ZK813.4,0.181048949,0.781615259,0.143213792,0.107073147,5.169283626,0.026281056,0.00618575,0.020534425,0.032029779,0.032029779
WBGene00206493,Y38H8A.12,0.075753051,0.781615259,0.339059684,0.190925115,3.121996783,0.093757052,0.057910714,0.02935328,0.063597284,0.063597284
WBGene00000638,col-62,0.045143122,0.781615259,0.225165868,0.112396445,6.956664449,0.051313588,0.002046016,0.040063854,0.021210169,0.040063854
WBGene00011055,arrd-14,0.153076813,0.781615259,0.137349559,0.096132841,5.714408039,0.015413732,0.003702377,0.010786914,0.0271027,0.0271027
WBGene00009686,ent-7,0.080912299,0.781615259,0.179839774,0.103035417,6.733953039,0.037605808,0.001830145,0.033557512,0.021857042,0.033557512
WBGene00000275,bub-1,0.214614828,0.781615259,-0.116214708,0.093647873,8.796933906,0.027695921,1.29E-04,0.029103972,0.023007222,0.029103972
WBGene00001792,gst-44,0.127042748,0.781615259,-0.256627637,0.168184693,3.698552049,0.093794369,0.029544445,0.064742525,0.049366947,0.064742525
WBGene00045357,F13A7.14,0.075951919,0.781615259,-0.141790683,0.0798968,7.298955227,0.020684015,6.83E-04,0.018631287,0.020594962,0.020594962
WBGene00019748,atg-2,0.080126809,0.781615259,-0.26821409,0.153269506,7.450732036,0.086063251,6.63E-04,0.077642212,0.020493295,0.077642212
WBGene00007991,C37A5.7,0.185415846,0.781615259,0.117759272,0.088924411,6.208129312,0.019377685,0.002329425,0.017216969,0.024029078,0.024029078
WBGene00006888,vbh-1,0.209610013,0.781615259,-0.201751336,0.160804354,9.235129563,0.082323777,8.31E-05,0.086110364,0.025198427,0.086110364
WBGene00021107,W09B7.2,0.015582042,0.781615259,0.479236392,0.19814941,3.892232957,0.280978337,0.01176138,0.119115916,0.045828258,0.119115916
WBGene00021106,W09B7.1,0.067415716,0.781615259,0.516304535,0.282304476,1.724467927,0.292554527,0.113500234,0.144984683,0.15215249,0.15215249
WBGene00006957,wsp-1,0.084918652,0.781615259,-0.192937912,0.111988721,8.094029759,0.042754576,4.05E-04,0.041399801,0.020951718,0.041399801
WBGene00010842,ymel-1,0.233592512,0.781615259,-0.096520193,0.081030719,7.931515873,0.021245027,3.54E-04,0.021532146,0.020704013,0.021532146
WBGene00015926,C17H11.6,0.185620023,0.781615259,-0.117757328,0.088964242,6.4991564,0.019254385,0.003688116,0.013022654,0.022694005,0.022694005
WBGene00018569,F47F2.1,0.196019277,0.781615259,0.12641086,0.09776735,5.616149118,0.02305839,0.0040463,0.018196706,0.027815216,0.027815216
WBGene00015492,lnp-1,0.158726273,0.781615259,0.125760095,0.08923153,6.170793611,0.014482251,0.002312902,0.009127894,0.024227985,0.024227985
WBGene00015495,C05E11.6,0.225179408,0.781615259,0.199516192,0.164499197,3.522561015,0.084331363,0.034711447,0.055488506,0.052995737,0.055488506
WBGene00000136,amt-4,0.188062865,0.781615259,0.108644507,0.082535837,6.825079009,0.006584674,0.00113467,0.003594166,0.021572545,0.021572545
WBGene00000133,amt-1,0.190913749,0.781615259,-0.160263764,0.122536982,5.103861161,0.05147128,0.006827683,0.043223357,0.032749127,0.043223357
WBGene00006945,wars-1,0.1232497,0.781615259,-0.21755799,0.141154493,8.017420791,0.065627122,3.19E-04,0.066095804,0.020823935,0.066095804
WBGene00021227,mct-1,0.212422402,0.781615259,-0.17133648,0.137406425,6.780079515,0.059499442,0.01215484,0.050780246,0.021709844,0.050780246
WBGene00016413,C34F11.1,0.172842382,0.781615259,0.261792324,0.192052728,3.031738742,0.109390216,0.056327496,0.050395519,0.066620005,0.066620005
WBGene00016414,C34F11.2,0.193953666,0.781615259,0.177306452,0.136497555,4.661324582,0.060146109,0.008692007,0.053413268,0.03752468,0.053413268
WBGene00003757,nlp-19,0.18800429,0.781615259,0.26804559,0.203603785,2.999558743,0.131811159,0.069424573,0.068757098,0.067769861,0.068757098
WBGene00001906,his-32,0.015685158,0.781615259,-0.524615224,0.217127665,2.955617226,0.192651136,0.060484085,0.09666399,0.069403548,0.09666399
WBGene00007752,wdfy-3,0.219843189,0.781615259,-0.152426402,0.124232445,7.119883427,0.048172143,7.94E-04,0.050651968,0.020852241,0.050651968
WBGene00271444,T04C12.33,0.067720799,0.781615259,0.562984938,0.308170791,2.071264349,0.338301157,0.193510992,0.12305313,0.119764457,0.12305313
WBGene00007042,pbrm-1,0.098083561,0.781615259,-0.229390136,0.138669972,9.054916477,0.066982733,2.27E-04,0.063870393,0.024202187,0.063870393
WBGene00016331,obr-4,0.228983839,0.781615259,-0.101487365,0.084363262,8.237835177,0.022300254,2.89E-04,0.023435113,0.021241512,0.023435113
WBGene00008183,rin-1,0.231558469,0.781615259,-0.175317869,0.14654348,8.494313585,0.067791914,3.47E-04,0.071235843,0.021920373,0.071235843
WBGene00013069,Y51A2B.5,0.035329054,0.781615259,0.416894601,0.198090479,2.955684098,0.142692386,0.059140198,0.071659261,0.069401011,0.071659261
WBGene00043995,F40F12.9,0.120783043,0.781615259,0.255107992,0.164427181,3.3795525,0.081333574,0.033780011,0.047184187,0.056340982,0.056340982
WBGene00002196,kin-10,0.106900211,0.781615259,-0.141730293,0.087906545,8.402989012,0.025847849,2.34E-04,0.025524791,0.021654192,0.025524791
WBGene00000812,csk-1,0.176590683,0.781615259,-0.141696249,0.104857108,7.726047021,0.037018655,4.53E-04,0.036197534,0.020517653,0.036197534
WBGene00044007,ZK1320.13,0.15956796,0.781615259,0.145850501,0.103695552,6.071650551,0.03457962,0.002625628,0.03321693,0.024784672,0.03321693
WBGene00019744,M02H5.8,0.05527016,0.781615259,-0.181543803,0.094714567,5.76544917,0.020290788,0.003158552,0.012891014,0.026744279,0.026744279
WBGene00004980,spk-1,0.117122073,0.781615259,-0.230640392,0.147188922,9.030086099,0.073564983,1.08E-04,0.07210697,0.024075672,0.07210697
WBGene00007131,pals-26,0.081305541,0.781615259,0.966801594,0.554625613,3.831213889,1.051657141,0.028820004,0.996545231,0.046901817,0.996545231
WBGene00018773,F53G12.8,0.177569905,0.781615259,0.172444027,0.127899731,4.982524625,0.052685247,0.007025421,0.047502383,0.034106351,0.047502383
WBGene00013986,ZK512.7,0.206229017,0.781615259,0.120750052,0.095529892,7.864652915,0.028670747,4.18E-04,0.0300015,0.020627783,0.0300015
WBGene00021060,dct-11,0.073586044,0.781615259,0.156133684,0.087265562,6.327675035,0.015047688,0.001950877,0.010024509,0.023433384,0.023433384
WBGene00003638,nhr-48,0.184499235,0.781615259,-0.180780225,0.13622934,6.470878149,0.062735983,0.001688758,0.060172685,0.022806241,0.060172685
WBGene00010867,tag-260,0.163716088,0.781615259,-0.140987983,0.101234899,6.239987543,0.034695701,0.002676686,0.031484996,0.023864128,0.031484996
WBGene00009108,F25D1.3,0.211311937,0.781615259,0.304902031,0.243928243,2.914107079,0.187492119,0.058573876,0.13976275,0.071007875,0.13976275
WBGene00007964,cyp-25A2,0.106134761,0.781615259,0.150790086,0.093321499,7.030913961,0.0328399,0.001136094,0.02789358,0.0210339,0.02789358
WBGene00008658,clec-152,0.117796511,0.781615259,0.232556415,0.148684835,3.730233199,0.054374173,0.024930666,0.021134256,0.048759934,0.048759934
WBGene00008659,clec-151,0.061978939,0.781615259,0.266117344,0.142579689,5.406466409,0.069561661,0.004776883,0.062986342,0.029597827,0.062986342
WBGene00004760,sel-2,0.233215204,0.781615259,-0.200104013,0.167855958,8.735470027,0.089720729,1.81E-04,0.093738006,0.022760047,0.093738006
WBGene00044082,D1086.12,0.149564437,0.781615259,0.134110304,0.093062897,6.072948306,0.030209071,0.002626254,0.026242755,0.024777124,0.026242755
WBGene00023345,T12B5.9,0.180645886,0.781615259,0.452229255,0.337794837,1.774939234,0.198773385,0.233499707,-0.065848304,0.146851465,0.146851465
WBGene00020451,fbxa-11,0.063057931,0.781615259,0.262386739,0.141160516,4.282081568,0.075935695,0.015393408,0.051027563,0.04085061,0.051027563
WBGene00020449,fbxa-54,0.128255596,0.781615259,0.172436674,0.113369335,4.958718649,0.043134238,0.00811131,0.03473071,0.034373398,0.03473071
WBGene00018427,F44E7.5,0.058765262,0.781615259,0.231192528,0.122327623,7.648477039,0.054051068,6.02E-04,0.049277866,0.02048441,0.049277866
WBGene00006929,vit-5,0.198178357,0.781615259,-0.279675439,0.217348761,12.33489109,0.152643271,5.20E-06,0.157463082,0.083428053,0.157463082
WBGene00006604,tra-1,0.155770088,0.781615259,-0.254770143,0.179486078,7.302626396,0.106787023,7.33E-04,0.106651178,0.020591323,0.106651178
WBGene00008114,C46C2.6,0.090074489,0.781615259,0.414853049,0.244750352,3.100241084,0.205508702,0.088759865,0.110915918,0.064299886,0.110915918
WBGene00017102,E02H9.4,0.021074063,0.781615259,0.354257453,0.1535806,3.663349092,0.069097998,0.028566813,0.027013701,0.050056522,0.050056522
WBGene00004136,pqn-51,0.13005446,0.781615259,-0.14280815,0.094332096,8.340150626,0.02901034,2.50E-04,0.029411769,0.021486898,0.029411769
WBGene00018101,math-27,0.042887638,0.781615259,0.208599473,0.103022128,5.700399466,0.036225474,0.00817603,0.026119942,0.0272025,0.0272025
WBGene00086554,D1081.12,0.199820563,0.781615259,0.188826727,0.147283506,4.907944722,0.068402002,0.007347603,0.064960501,0.034940806,0.064960501
WBGene00044009,ZK822.6,0.043648889,0.781615259,0.421594267,0.20897415,2.891670665,0.147083872,0.073667318,0.054551128,0.071899999,0.071899999
WBGene00021689,Y48G8AL.10,0.194416067,0.781615259,-0.195062272,0.150322475,7.027438974,0.072876215,0.004371178,0.070951644,0.021041664,0.070951644
WBGene00021748,Y50D4C.3,0.152064761,0.781615259,-0.135279231,0.094450512,6.450612413,0.0286521,0.001337474,0.028398857,0.02288907,0.028398857
WBGene00000223,atf-7,0.140362216,0.781615259,-0.128734223,0.08731038,8.771696392,0.025150122,1.75E-04,0.025235281,0.022904046,0.025235281
WBGene00021366,Y37E11AM.2,0.167741533,0.781615259,-0.115970206,0.084067016,6.592257073,0.018529552,0.001211616,0.017338218,0.022345927,0.022345927
WBGene00008203,clec-198,0.088996664,0.781615259,-0.291905152,0.171636804,3.254951531,0.099668998,0.038571834,0.021858419,0.059625474,0.059625474
WBGene00019871,R04E5.8,0.136761345,0.781615259,-0.254930813,0.171329034,7.057313467,0.097402038,0.001566497,0.096278962,0.020976528,0.096278962
WBGene00008555,F07C6.4,0.171028264,0.781615259,-0.168166077,0.122846946,7.566113258,0.049057377,7.24E-04,0.049580137,0.020471644,0.049580137
WBGene00004086,pph-4.2,0.177703875,0.781615259,-0.10767323,0.079884665,7.566234893,0.012508369,8.00E-04,0.011527261,0.020471646,0.020471646
WBGene00000273,brp-1,0.19018901,0.781615259,-0.16376986,0.125013235,8.535491344,0.054299626,1.87E-04,0.051907129,0.0220495,0.051907129
WBGene00019248,H27M09.5,0.039418377,0.781615259,0.25382619,0.123229007,4.743764053,0.060080512,0.009199086,0.041418874,0.036717114,0.041418874
WBGene00018778,F53H1.4,0.138195151,0.781615259,-0.215917837,0.145639919,8.581701785,0.070604302,1.86E-04,0.070516872,0.022201278,0.070516872
WBGene00021555,Y45G5AM.2,0.146450429,0.781615259,-0.210120008,0.144692406,7.522462595,0.06826054,7.38E-04,0.069048197,0.020474374,0.069048197
WBGene00017012,acs-22,0.097065697,0.781615259,0.132202394,0.079676059,7.590294027,0.009794495,6.88E-04,0.005700235,0.020472972,0.020472972
WBGene00007352,cdc-48.1,0.162642422,0.781615259,-0.226775306,0.162418644,9.918003882,0.085088212,5.25E-05,0.087880217,0.030404087,0.087880217
WBGene00001047,dnj-29,0.226696463,0.781615259,-0.130072195,0.107594384,8.545809043,0.037121587,1.88E-04,0.03840097,0.022082755,0.03840097
WBGene00044916,F40F8.11,0.180107498,0.781615259,-0.106618424,0.079540813,7.958708123,0.019408297,3.50E-04,0.019714084,0.0207393,0.0207393
WBGene00003685,nhr-95,0.002462985,0.781615259,-0.300861594,0.099364689,5.510713138,0.025666993,0.004252351,0.00345125,0.028658787,0.028658787
WBGene00009772,ztf-7,0.186563247,0.781615259,-0.164104914,0.124245247,9.622055921,0.049486015,7.15E-05,0.051384783,0.027844333,0.051384783
WBGene00006943,wrm-1,0.233053563,0.781615259,-0.126367118,0.105965583,7.881538719,0.035410198,4.20E-04,0.037008849,0.020645619,0.037008849
WBGene00010708,phf-33,0.132662919,0.781615259,-0.488120942,0.324616844,1.887501514,0.32541506,0.215470711,0.108636969,0.135782941,0.135782941
WBGene00010707,cyp-14A3,0.226665055,0.781615259,-0.388731104,0.321532633,1.986216,0.273662941,0.217732337,0.033703569,0.126878444,0.126878444
WBGene00003510,mxl-2,0.198738932,0.781615259,-0.163326033,0.12708687,6.506452959,0.051534374,0.001487397,0.052349512,0.022665682,0.052349512
WBGene00009660,F43G6.8,0.127043534,0.781615259,0.151374666,0.099205817,5.520470138,0.018910245,0.004229995,0.013030365,0.028575986,0.028575986
WBGene00016595,C42D4.2,0.170231106,0.781615259,0.125603526,0.091583698,6.450542147,0.028213811,0.001662594,0.026295985,0.02288936,0.026295985
WBGene00016297,fbxc-15,0.1916504,0.781615259,0.529084153,0.405207286,1.298658224,0.610306755,0.242746253,0.304563562,0.206553483,0.304563562
WBGene00001173,egl-4,0.171859631,0.781615259,-0.179878431,0.131658235,9.083478473,0.056663706,1.95E-04,0.057584717,0.024350865,0.057584717
WBGene00002146,ipp-5,0.128187444,0.781615259,0.130268704,0.085630503,6.47606035,0.021586147,0.001656563,0.019439129,0.022785381,0.022785381
WBGene00015449,ugt-63,0.066746848,0.781615259,0.147659333,0.080539631,7.151301523,0.022164279,8.26E-04,0.020127018,0.020796263,0.020796263
WBGene00015451,C04F5.9,0.082990768,0.781615259,-0.151126274,0.087175301,6.980449577,0.025682466,9.73E-04,0.024358507,0.021151367,0.024358507
WBGene00001980,hmr-1,0.214756345,0.781615259,-0.210963982,0.170050997,8.735884128,0.094323899,1.75E-04,0.096216443,0.022761666,0.096216443
WBGene00015312,C01G8.1,0.21505293,0.781615259,-0.16184285,0.130540493,8.529003085,0.053947731,2.10E-04,0.056592484,0.022028773,0.056592484
WBGene00015188,B0432.7,0.141254877,0.781615259,-0.187638051,0.127546538,7.038633031,0.052896841,9.41E-04,0.053286399,0.02101683,0.053286399
WBGene00008491,bgnt-1.1,0.100860643,0.781615259,0.584229096,0.356086247,1.735567759,0.312079102,0.271690027,0.024384546,0.150968023,0.150968023
WBGene00000591,coh-1,0.143190252,0.781615259,-0.234493688,0.160171804,6.164218563,0.09699107,0.004437363,0.081079326,0.024263631,0.081079326
WBGene00003518,nac-2,0.221151737,0.781615259,-0.122943657,0.100487569,5.477362048,0.010540155,0.004710531,0.004098441,0.02894864,0.02894864
WBGene00010507,K02E2.6,0.212821239,0.781615259,0.118812307,0.095366831,5.700702886,0.022246798,0.003115776,0.019840738,0.027200332,0.027200332
WBGene00020498,T14B4.1,0.083196552,0.781615259,-0.176276262,0.101750714,8.141462718,0.035132962,2.91E-04,0.034219986,0.0210403,0.034219986
WBGene00016934,mboa-3,0.080789008,0.781615259,0.141641442,0.081117524,7.025671743,0.016777182,8.88E-04,0.014115674,0.021045631,0.021045631
WBGene00007010,alx-1,0.170392434,0.781615259,-0.138920412,0.101331943,8.421300812,0.033331036,1.98E-04,0.03402966,0.021705358,0.03402966
WBGene00019822,R02D3.4,0.139945422,0.781615259,-0.118215022,0.080091788,7.986072472,0.012023236,6.05E-04,0.010818504,0.02077731,0.02077731
WBGene00009843,F48C5.2,0.180325433,0.781615259,0.172415239,0.128691743,4.461634184,0.053385556,0.012589596,0.042615619,0.039276068,0.042615619
WBGene00015943,tiar-1,0.114158249,0.781615259,-0.137336359,0.086934089,8.928020997,0.024862208,1.39E-04,0.025053003,0.023581818,0.025053003
WBGene00019124,F59E12.9,0.158064455,0.781615259,-0.183635856,0.130089537,8.805935753,0.055676729,1.64E-04,0.056246921,0.023044596,0.056246921
WBGene00019118,F59E12.1,0.210472697,0.781615259,-0.144307487,0.115237023,8.447662763,0.043025637,2.39E-04,0.044026558,0.021780953,0.044026558
WBGene00008001,C38C10.3,0.085547958,0.781615259,0.210864061,0.122640672,4.673310126,0.051080066,0.009986267,0.040149515,0.03741164,0.040149515
WBGene00000853,cut-6,0.199531736,0.781615259,-0.297124873,0.231606461,2.603451758,0.182149788,0.086973121,0.091832055,0.085066378,0.091832055
WBGene00007332,C05C10.5,0.212253455,0.781615259,-0.166195589,0.133234351,8.199605383,0.055683374,3.35E-04,0.058836789,0.02115826,0.058836789
WBGene00009042,F22B5.4,0.055407479,0.781615259,0.278901374,0.145589685,3.963511802,0.08288355,0.02175604,0.048898482,0.044644081,0.048898482
WBGene00016601,acin-1,0.177433446,0.781615259,-0.128121439,0.09499627,8.074243401,0.02893441,3.08E-04,0.029773073,0.020916833,0.029773073
WBGene00016605,C43E11.5,0.021701392,0.781615259,0.243301293,0.105988048,5.2480571,0.037737747,0.006259071,0.025508777,0.031185816,0.031185816
WBGene00022770,acp-1,0.071434647,0.781615259,0.178246331,0.098877181,5.559145682,0.021786323,0.004331957,0.013806484,0.028257032,0.028257032
WBGene00000529,clh-2,0.164737869,0.781615259,-0.184004119,0.13244261,4.177401939,0.034469709,0.016576785,0.011828576,0.041893364,0.041893364
WBGene00008793,F14D7.6,0.211517792,0.781615259,0.133162752,0.106581124,5.232773551,0.02640662,0.006517866,0.017423618,0.031347253,0.031347253
WBGene00015698,kca-1,0.209077628,0.781615259,-0.100812811,0.080258219,8.187527039,0.01764145,3.38E-04,0.018176545,0.021132899,0.021132899
WBGene00006439,ant-1.1,0.226352436,0.781615259,-0.141882321,0.117276691,11.03356717,0.036929212,1.77E-05,0.038242781,0.0458284,0.0458284
WBGene00009902,drd-1,0.083960422,0.781615259,0.181648575,0.105111269,6.917633425,0.04025784,0.001118562,0.035709368,0.021311254,0.035709368
WBGene00008580,dsb-1,0.20108732,0.781615259,-0.101852476,0.079668105,7.422653716,0.012546948,6.51E-04,0.011325841,0.020505631,0.020505631
WBGene00010830,M02G9.1,0.132244804,0.781615259,-0.535925146,0.356023484,4.134819194,0.430355642,0.027595174,0.394913897,0.0423633,0.394913897
WBGene00016073,C24H12.4,0.152608425,0.781615259,-0.119334413,0.083428558,7.785779307,0.023079108,4.20E-04,0.022781579,0.020557168,0.022781579
WBGene00014233,ZK1128.7,0.14810467,0.781615259,0.136563761,0.094425545,5.834733864,0.020969075,0.003449236,0.014533038,0.026271376,0.026271376
WBGene00007445,C08F8.3,0.096067739,0.781615259,-0.149772222,0.089995248,7.717395621,0.026797052,4.64E-04,0.026533613,0.020512931,0.026533613
WBGene00013687,exoc-8,0.228883765,0.781615259,-0.095269412,0.07917745,7.738394272,0.016962679,3.72E-04,0.017599707,0.020524831,0.020524831
WBGene00015270,C01B4.6,0.12994306,0.781615259,-0.179680422,0.118653689,4.759131145,0.046323504,0.004418084,0.04251091,0.036557932,0.04251091
WBGene00017699,flcn-1,0.175176957,0.781615259,-0.115909438,0.085494349,7.471480228,0.023682989,5.19E-04,0.023845168,0.020485967,0.023845168
WBGene00002207,sid-3,0.228313811,0.781615259,-0.177663043,0.147473238,6.82958834,0.07195681,0.001294898,0.071199621,0.021559143,0.071199621
WBGene00044615,B0252.8,0.229119888,0.781615259,0.16172708,0.134477939,4.154311147,0.040564869,0.018136725,0.022017029,0.042144328,0.042144328
